Table name M3;Table name User;Column name M3;Column name M3
MPGRMT;Goods recieving methods;GRPBRE;Package-based receipt
MPGRMT;Goods recieving methods;GRLIRR;Laboratory inspection request rule
MPGRMT;Goods recieving methods;GRAUPX;Auto put-away of cross-dock
MPGRMT;Goods recieving methods;GRCPTX;Copy PO line text to equipment
MPGRMT;Goods recieving methods;GRLMTS;Timestamp
MPGRMT;Goods recieving methods;GRPTFB;Test frequency basis for PO
MPHEAD;Purchase order;IASRAM;Supplier rebate agreement model
MPHEAD;Purchase order;IACONO;Company
MPHEAD;Purchase order;IAPUNO;Purchase order number
MPHEAD;Purchase order;IADIVI;Division
MPHEAD;Purchase order;IAFACI;Facility
MPHEAD;Purchase order;IAWHLO;Warehouse
MPHEAD;Purchase order;IAORTY;Order type
MPHEAD;Purchase order;IAPOTC;Purchase order category
MPHEAD;Purchase order;IAPUSL;Lowest status - purchase order
MPHEAD;Purchase order;IASLDT;Change date - order status
MPHEAD;Purchase order;IAPUST;Highest status - purchase order
MPHEAD;Purchase order;IASCDT;Change date highest order status
MPHEAD;Purchase order;IACMCO;Media profile
MPHEAD;Purchase order;IAPUDT;Order date
MPHEAD;Purchase order;IASUNO;Supplier
MPHEAD;Purchase order;IALNCD;Language
MPHEAD;Purchase order;IACUCD;Currency
MPHEAD;Purchase order;IATEPY;Payment terms
MPHEAD;Purchase order;IAPYME;Payment method - accounts payable
MPHEAD;Purchase order;IAMODL;Delivery method
MPHEAD;Purchase order;IATEDL;Delivery terms
MPHEAD;Purchase order;IATEAF;Freight terms
MPHEAD;Purchase order;IATEPA;Packaging terms
MPHEAD;Purchase order;IARFID;Reference
MPHEAD;Purchase order;IAYRE1;Your reference
MPHEAD;Purchase order;IADWDT;Requested delivery date
MPHEAD;Purchase order;IAHDDT;Last day of delivery
MPHEAD;Purchase order;IAPRSU;Payee
MPHEAD;Purchase order;IAOURR;Our reference number
MPHEAD;Purchase order;IAOURT;Reference type
MPHEAD;Purchase order;IAAGNT;Recipient agreement type 1 - commission
MPHEAD;Purchase order;IANTAM;Net order value
MPHEAD;Purchase order;IABRAM;Order value gross
MPHEAD;Purchase order;IAOTBA;Order total discount generating amount
MPHEAD;Purchase order;IAPURC;Requisition by
MPHEAD;Purchase order;IABUYE;Buyer
MPHEAD;Purchase order;IAAURE;Authorized
MPHEAD;Purchase order;IALEDT;First printout date
MPHEAD;Purchase order;IAFUSC;Monitoring activity list
MPHEAD;Purchase order;IAEXAT;Monitoring active
MPHEAD;Purchase order;IAPTAC;Payment table active
MPHEAD;Purchase order;IARTAC;Revision table active
MPHEAD;Purchase order;IAEXAV;Charge active
MPHEAD;Purchase order;IANOPP;Number of pages - purchase order
MPHEAD;Purchase order;IANOLN;Number of purchase order lines
MPHEAD;Purchase order;IAMTWP;Multiple warehouses
MPHEAD;Purchase order;IAMTDP;Multiple delivery addresses
MPHEAD;Purchase order;IACOAM;Total order cost
MPHEAD;Purchase order;IAODAM;Order total discount
MPHEAD;Purchase order;IAOTPC;Order total discount generating
MPHEAD;Purchase order;IAPRLA;Print line amount
MPHEAD;Purchase order;IAVOL3;Volume
MPHEAD;Purchase order;IAGRWE;Gross weight
MPHEAD;Purchase order;IATOQT;Total quantity
MPHEAD;Purchase order;IATFNO;Facsimile transmission number
MPHEAD;Purchase order;IALRED;Last reply date
MPHEAD;Purchase order;IAATDT;Last activity date
MPHEAD;Purchase order;IAPOPO;Calculator print
MPHEAD;Purchase order;IATEL1;Terms text
MPHEAD;Purchase order;IADUDT;Due date
MPHEAD;Purchase order;IACUTE;Currency terms
MPHEAD;Purchase order;IAAGRA;Agreed rate
MPHEAD;Purchase order;IAPYAD;Our invoicing address
MPHEAD;Purchase order;IASHVI;Ship via code
MPHEAD;Purchase order;IAFIDS;Your receiving address
MPHEAD;Purchase order;IARCDT;Receipt date
MPHEAD;Purchase order;IALIDT;Not used
MPHEAD;Purchase order;IAEXEP;External charge
MPHEAD;Purchase order;IAINEP;Internal charge
MPHEAD;Purchase order;IATLEX;External line unique charges
MPHEAD;Purchase order;IATLIN;Internal line unique charges
MPHEAD;Purchase order;IATEOR;Telephone order
MPHEAD;Purchase order;IATXID;Text identity
MPHEAD;Purchase order;IAPRTX;Text identity
MPHEAD;Purchase order;IAPOTX;Text identity
MPHEAD;Purchase order;IADTID;Data identity
MPHEAD;Purchase order;IAPROJ;Project number
MPHEAD;Purchase order;IAELNO;Project element
MPHEAD;Purchase order;IAECLC;Labor code - trade statistics (TST)
MPHEAD;Purchase order;IACPRI;Customs procedure - import
MPHEAD;Purchase order;IAHAFE;Harbor or airport
MPHEAD;Purchase order;IATIHM;Time hours & minutes
MPHEAD;Purchase order;IAMEDC;Media
MPHEAD;Purchase order;IARGDT;Entry date
MPHEAD;Purchase order;IARGTM;Entry time
MPHEAD;Purchase order;IALMDT;Change date
MPHEAD;Purchase order;IACHNO;Change number
MPHEAD;Purchase order;IACHID;Changed by
MPHEAD;Purchase order;IALMTS;Timestamp
MPHEAD;Purchase order;IAPRVW;Print preview
MPHEAD;Purchase order;IARASN;Rail station
MPHEAD;Purchase order;IAFECN;Future rate agreement number
MPHEAD;Purchase order;IAUCA1;User-defined alpha field 1
MPHEAD;Purchase order;IAUCA2;User-defined alpha field 2
MPHEAD;Purchase order;IAUCA3;User-defined alpha field 3
MPHEAD;Purchase order;IAUCA4;User-defined alpha field 4
MPHEAD;Purchase order;IAUCA5;User-defined alpha field 5
MPHEAD;Purchase order;IAUCA6;User-defined alpha field 6
MPHEAD;Purchase order;IAUCA7;User-defined alpha field 7
MPHEAD;Purchase order;IAUCA8;User-defined alpha field 8
MPHEAD;Purchase order;IAUCA9;User-defined alpha field 9
MPHEAD;Purchase order;IAUCA0;User-defined alpha field 10
MPHEAD;Purchase order;IAUDN1;User-defined numeric 1
MPHEAD;Purchase order;IAUDN2;User-defined numeric 2
MPHEAD;Purchase order;IAUDN3;User-defined numeric 3
MPHEAD;Purchase order;IAUDN4;User-defined numeric 4
MPHEAD;Purchase order;IAUDN5;User-defined numeric 5
MPHEAD;Purchase order;IAUDN6;User-defined numeric 6
MPHEAD;Purchase order;IAUID1;User-defined date 1
MPHEAD;Purchase order;IAUID2;User-defined date 2
MPHEAD;Purchase order;IAUID3;User-defined date 3
MPHEAD;Purchase order;IAUCT1;User-defined text field 1
MPHEAD;Purchase order;IAPORG;Purchase organization
MPLIND;PO line transactions;ICCONO;Company
MPLIND;PO line transactions;ICPUNO;Purchase order number
MPLIND;PO line transactions;ICPNLI;Purchase order line
MPLIND;PO line transactions;ICPNLS;Purchase order line subnumber
MPLIND;PO line transactions;ICPNLX;Purchase order line suffix
MPLIND;PO line transactions;ICFACI;Facility
MPLIND;PO line transactions;ICWHLO;Warehouse
MPLIND;PO line transactions;ICWHSL;Location
MPLIND;PO line transactions;ICBANO;Lot number
MPLIND;PO line transactions;ICCAMU;Container
MPLIND;PO line transactions;ICSUDO;Delivery note number
MPLIND;PO line transactions;ICREPN;Receiving number
MPLIND;PO line transactions;ICPUOS;Purchase order status
MPLIND;PO line transactions;ICUGCD;Urgency code
MPLIND;PO line transactions;ICNEAC;Next activity
MPLIND;PO line transactions;ICREOR;Report order
MPLIND;PO line transactions;ICCHPO;Check points
MPLIND;PO line transactions;ICRPQA;Reported quantity
MPLIND;PO line transactions;ICRPQT;Reported quantity
MPLIND;PO line transactions;ICTRDT;Transaction date
MPLIND;PO line transactions;ICPLDT;Planning date
MPLIND;PO line transactions;ICRENE;Responsible for next process step
MPLIND;PO line transactions;ICRESP;Responsible
MPLIND;PO line transactions;ICBOLN;Bill of lading
MPLIND;PO line transactions;ICCARN;Carrier name
MPLIND;PO line transactions;ICSMDT;Planned pickup date
MPLIND;PO line transactions;ICARDT;Arrival date
MPLIND;PO line transactions;ICNOPK;Number of packages
MPLIND;PO line transactions;ICFWRF;Forwarding agent reference
MPLIND;PO line transactions;ICOEND;Flagged as completed
MPLIND;PO line transactions;ICSCOP;Received cost - basic U/M, local curr
MPLIND;PO line transactions;ICSERA;Received exchange rate
MPLIND;PO line transactions;ICDTID;Data identity
MPLIND;PO line transactions;ICTIHM;Time hours & minutes
MPLIND;PO line transactions;ICDLIX;Delivery number
MPLIND;PO line transactions;ICAGNB;Agreement number
MPLIND;PO line transactions;ICPACN;Package number
MPLIND;PO line transactions;ICPACC;Included in package number
MPLIND;PO line transactions;ICRGDT;Entry date
MPLIND;PO line transactions;ICRGTM;Entry time
MPLIND;PO line transactions;ICTXID;Text identity
MPLIND;PO line transactions;ICLMTS;Timestamp
MPLIND;PO line transactions;ICSUNO;Supplier
MPLIND;PO line transactions;ICDNDT;Delivery note date
MPLIND;PO line transactions;ICSDDT;Supplier's departure date
MPLIND;PO line transactions;ICNDDT;Carrier departure date
MPLIND;PO line transactions;ICSTWH;Ship-to warehouse
MPLIND;PO line transactions;ICICDN;Customs import declaration number
MPLINE;Purchase order - line;IBCOUM;Component U/M
MPLINE;Purchase order - line;IBKITQ;Kit component quantity
MPLINE;Purchase order - line;IBSRAM;Supplier rebate agreement model
MPLINE;Purchase order - line;IBSRGR;Supplier rebate generating
MPLINE;Purchase order - line;IBTOCQ;Total component quantity
MPLINE;Purchase order - line;IBCONO;Company
MPLINE;Purchase order - line;IBPUNO;Purchase order number
MPLINE;Purchase order - line;IBPNLI;Purchase order line
MPLINE;Purchase order - line;IBPNLS;Purchase order line subnumber
MPLINE;Purchase order - line;IBFACI;Facility
MPLINE;Purchase order - line;IBWHLO;Warehouse
MPLINE;Purchase order - line;IBORTY;Order type
MPLINE;Purchase order - line;IBPOTC;Purchase order category
MPLINE;Purchase order - line;IBLTPP;Line type
MPLINE;Purchase order - line;IBPUST;Highest status - purchase order
MPLINE;Purchase order - line;IBPUSL;Lowest status - purchase order
MPLINE;Purchase order - line;IBIDAG;Different delivery address
MPLINE;Purchase order - line;IBSUNO;Supplier
MPLINE;Purchase order - line;IBSUAG;Supplier number - agreement
MPLINE;Purchase order - line;IBITNO;Item number
MPLINE;Purchase order - line;IBPRCS;Service process
MPLINE;Purchase order - line;IBSUFI;Service
MPLINE;Purchase order - line;IBSITE;Supplier item number
MPLINE;Purchase order - line;IBPITD;Purchase order item name
MPLINE;Purchase order - line;IBPITT;Purchase order item description
MPLINE;Purchase order - line;IBSORN;Supplier order number
MPLINE;Purchase order - line;IBPROD;Manufacturer
MPLINE;Purchase order - line;IBECVE;Revision number
MPLINE;Purchase order - line;IBNOED;Revision printout
MPLINE;Purchase order - line;IBREVN;Revision number
MPLINE;Purchase order - line;IBETRF;External instruction
MPLINE;Purchase order - line;IBPUPR;Purchase price
MPLINE;Purchase order - line;IBODI1;Discount 1
MPLINE;Purchase order - line;IBODI2;Discount 2
MPLINE;Purchase order - line;IBODI3;Discount 3
MPLINE;Purchase order - line;IBCPPR;Confirmed purchase price
MPLINE;Purchase order - line;IBCFD1;Confirmed discount 1
MPLINE;Purchase order - line;IBCFD2;Confirmed discount 2
MPLINE;Purchase order - line;IBCFD3;Confirmed discount 3
MPLINE;Purchase order - line;IBPUUN;Purchase order U/M
MPLINE;Purchase order - line;IBPPUN;Purchase price U/M
MPLINE;Purchase order - line;IBPUCD;Purchase price quantity
MPLINE;Purchase order - line;IBCPUC;Confirmed purchase price quantity
MPLINE;Purchase order - line;IBPTCD;Purchase price text
MPLINE;Purchase order - line;IBOTOD;Part of order total discount
MPLINE;Purchase order - line;IBLNAM;Line amount - order currency
MPLINE;Purchase order - line;IBDWDT;Requested delivery date
MPLINE;Purchase order - line;IBCODT;Confirmed delivery date
MPLINE;Purchase order - line;IBECDD;Previously confirmed delivery date
MPLINE;Purchase order - line;IBPDDT;Deviating confirmed delivery date
MPLINE;Purchase order - line;IBVDDT;Valid delivery date
MPLINE;Purchase order - line;IBORQA;Ordered quantity - alternate U/M
MPLINE;Purchase order - line;IBCFQA;Confirmed quantity
MPLINE;Purchase order - line;IBADQA;Transport notified quantit alternate U/M
MPLINE;Purchase order - line;IBTNQA;Transport notified quantity
MPLINE;Purchase order - line;IBRVQA;Received quantity
MPLINE;Purchase order - line;IBRCDT;Receipt date
MPLINE;Purchase order - line;IBDT4T;Date type
MPLINE;Purchase order - line;IBCAQA;Approved quantity - alternate U/M
MPLINE;Purchase order - line;IBRJQA;Rejected quantity
MPLINE;Purchase order - line;IBSDQA;Stored quantity
MPLINE;Purchase order - line;IBRRQA;Required replacement quantity
MPLINE;Purchase order - line;IBLPUD;Latest put-away date
MPLINE;Purchase order - line;IBIVQA;Invoiced quantity - alternate U/M
MPLINE;Purchase order - line;IBIDAT;Invoice date
MPLINE;Purchase order - line;IBRORC;Reference order category
MPLINE;Purchase order - line;IBRORN;Reference order number
MPLINE;Purchase order - line;IBRORL;Reference order line
MPLINE;Purchase order - line;IBOURR;Our reference number
MPLINE;Purchase order - line;IBOURT;Reference type
MPLINE;Purchase order - line;IBUPAV;Update material plan
MPLINE;Purchase order - line;IBREPP;Representative price
MPLINE;Purchase order - line;IBPRIP;Priority
MPLINE;Purchase order - line;IBFUSC;Monitoring activity list
MPLINE;Purchase order - line;IBEXAT;Monitoring active
MPLINE;Purchase order - line;IBEXAV;Charge active
MPLINE;Purchase order - line;IBPLPN;Planned order
MPLINE;Purchase order - line;IBPLPS;Subnumber - planned order
MPLINE;Purchase order - line;IBPURC;Requisition by
MPLINE;Purchase order - line;IBBUYE;Buyer
MPLINE;Purchase order - line;IBRESF;Responsible for follow-up
MPLINE;Purchase order - line;IBTERE;Technical supervisor
MPLINE;Purchase order - line;IBGRMT;Goods receiving method
MPLINE;Purchase order - line;IBIRCV;Recipient
MPLINE;Purchase order - line;IBUPIV;Update item/supplier with purchase price
MPLINE;Purchase order - line;IBATDT;Last activity date
MPLINE;Purchase order - line;IBSUDO;Delivery note number
MPLINE;Purchase order - line;IBPACT;Packaging
MPLINE;Purchase order - line;IBCLLI;Claim exists
MPLINE;Purchase order - line;IBNPDE;Number of partial deliveries
MPLINE;Purchase order - line;IBVTCD;VAT code
MPLINE;Purchase order - line;IBLICC;Line creation code
MPLINE;Purchase order - line;IBACLI;Accounting line
MPLINE;Purchase order - line;IBULEX;External nondistributing expenditure
MPLINE;Purchase order - line;IBEXEP;External charge
MPLINE;Purchase order - line;IBINEP;Internal charge
MPLINE;Purchase order - line;IBOEND;Flagged as completed
MPLINE;Purchase order - line;IBPLDT;Planning date
MPLINE;Purchase order - line;IBACRF;User-defined accounting control object
MPLINE;Purchase order - line;IBCOCE;Cost center
MPLINE;Purchase order - line;IBCSNO;Customs statistical number
MPLINE;Purchase order - line;IBECLC;Labor code - trade statistics (TST)
MPLINE;Purchase order - line;IBVRCD;Business type - trade statistics (TST)
MPLINE;Purchase order - line;IBECF1;User-defined TST field 1
MPLINE;Purchase order - line;IBECF2;User-defined TST field 2
MPLINE;Purchase order - line;IBECF3;User-defined TST field 3
MPLINE;Purchase order - line;IBECF4;User-defined TST field  4
MPLINE;Purchase order - line;IBECF5;User-defined TST field 5
MPLINE;Purchase order - line;IBTXID;Text identity
MPLINE;Purchase order - line;IBDTID;Data identity
MPLINE;Purchase order - line;IBPROJ;Project number
MPLINE;Purchase order - line;IBELNO;Project element
MPLINE;Purchase order - line;IBDWCP;Drawing copies
MPLINE;Purchase order - line;IBCPRI;Customs procedure - import
MPLINE;Purchase order - line;IBHAFE;Harbor or airport
MPLINE;Purchase order - line;IBTAXC;Tax code customer/address
MPLINE;Purchase order - line;IBTIHM;Time hours & minutes
MPLINE;Purchase order - line;IBCFIN;Configuration number
MPLINE;Purchase order - line;IBHDPR;Main product
MPLINE;Purchase order - line;IBECVS;Simulation round
MPLINE;Purchase order - line;IBATNR;Attribute number
MPLINE;Purchase order - line;IBSEQN;Sequence number
MPLINE;Purchase order - line;IBATPR;Attribute pricing rule
MPLINE;Purchase order - line;IBPGRN;Purchase group
MPLINE;Purchase order - line;IBCFMB;Conversion factor Main U/M to Basic U/M
MPLINE;Purchase order - line;IBCFPB;Conversion factor purch price U/M to BuM
MPLINE;Purchase order - line;IBMSTN;Milestone chain
MPLINE;Purchase order - line;IBCLAN;Claim number
MPLINE;Purchase order - line;IBCLLN;Claim order line
MPLINE;Purchase order - line;IBSEBI;Self-bill (SB)
MPLINE;Purchase order - line;IBAGNB;Agreement number
MPLINE;Purchase order - line;IBRGDT;Entry date
MPLINE;Purchase order - line;IBRGTM;Entry time
MPLINE;Purchase order - line;IBLMDT;Change date
MPLINE;Purchase order - line;IBCHNO;Change number
MPLINE;Purchase order - line;IBCHID;Changed by
MPLINE;Purchase order - line;IBRORX;Line suffix
MPLINE;Purchase order - line;IBUPCK;Unpack
MPLINE;Purchase order - line;IBOPTX;Option
MPLINE;Purchase order - line;IBOPTY;Option
MPLINE;Purchase order - line;IBOPTZ;Option
MPLINE;Purchase order - line;IBBAOR;Purchase order batch origin
MPLINE;Purchase order - line;IBFATP;Fixed asset type
MPLINE;Purchase order - line;IBRE20;Reference
MPLINE;Purchase order - line;IBLMTS;Timestamp
MPLINE;Purchase order - line;IBORCO;Country of origin
MPLINE;Purchase order - line;IBMODL;Delivery method
MPLINE;Purchase order - line;IBTEDL;Delivery terms
MPLINE;Purchase order - line;IBTEL1;Terms text
MPLINE;Purchase order - line;IBGETY;Generation reference
MPLINE;Purchase order - line;IBFSCD;Kit control
MPLINE;Purchase order - line;IBPSET;Pricing method
MPLINE;Purchase order - line;IBSRCD;Reservation level
MPLINE;Purchase order - line;IBSFLI;Split to line
MPLINE;Purchase order - line;IBSFLS;Split to line subnumber
MPLINE;Purchase order - line;IBDUPL;Duplicate
MPLINE;Purchase order - line;IBDUPO;Duplicated from
MPLINE;Purchase order - line;IBGEOC;Geographical code
MPLINE;Purchase order - line;IBBANO;Lot number
MPLINE;Purchase order - line;IBTRRC;Order relation category
MPLINE;Purchase order - line;IBTRRN;Order relation
MPLINE;Purchase order - line;IBTRRL;Order relation line
MPLINE;Purchase order - line;IBTRRX;Line suffix
MPLINE;Purchase order - line;IBRASN;Rail station
MPLINE;Purchase order - line;IBDNDT;Delivery note date
MPLINE;Purchase order - line;IBFRRC;Freight reference type
MPLINE;Purchase order - line;IBFRRE;Freight reference
MPLINE;Purchase order - line;IBSDES;Place of loading
MPLINE;Purchase order - line;IBCDES;Confirmed place of loading
MPLINE;Purchase order - line;IBPIAD;Pickup address number
MPLINE;Purchase order - line;IBCIAD;Confirmed pickup address
MPLINE;Purchase order - line;IBORAD;Origin address
MPLINE;Purchase order - line;IBCOLO;Color
MPLINE;Purchase order - line;IBSIZE;Size
MPLINE;Purchase order - line;IBCHCS;Characteristics
MPLINE;Purchase order - line;IBWSCA;Costing model
MPLINE;Purchase order - line;IBOWHL;Ordering warehouse
MPLINE;Purchase order - line;IBOFCI;Ordering facility
MPLINE;Purchase order - line;IBSORL;Supplier order line
MPLINE;Purchase order - line;IBSORX;Line suffix
MPLINE;Purchase order - line;IBCPRD;Confirmed manufacturer
MPLINE;Purchase order - line;IBASNE;Advance shipment notice exists
MPLINE;Purchase order - line;IBUCA1;User-defined alpha field 1
MPLINE;Purchase order - line;IBUCA2;User-defined alpha field 2
MPLINE;Purchase order - line;IBUCA3;User-defined alpha field 3
MPLINE;Purchase order - line;IBUCA4;User-defined alpha field 4
MPLINE;Purchase order - line;IBUCA5;User-defined alpha field 5
MPLINE;Purchase order - line;IBUCA6;User-defined alpha field 6
MPLINE;Purchase order - line;IBUCA7;User-defined alpha field 7
MPLINE;Purchase order - line;IBUCA8;User-defined alpha field 8
MPLINE;Purchase order - line;IBUCA9;User-defined alpha field 9
MPLINE;Purchase order - line;IBUCA0;User-defined alpha field 10
MPLINE;Purchase order - line;IBUDN1;User-defined numeric 1
MPLINE;Purchase order - line;IBUDN2;User-defined numeric 2
MPLINE;Purchase order - line;IBUDN3;User-defined numeric 3
MPLINE;Purchase order - line;IBUDN4;User-defined numeric 4
MPLINE;Purchase order - line;IBUDN5;User-defined numeric 5
MPLINE;Purchase order - line;IBUDN6;User-defined numeric 6
MPLINE;Purchase order - line;IBUID1;User-defined date 1
MPLINE;Purchase order - line;IBUID2;User-defined date 2
MPLINE;Purchase order - line;IBUID3;User-defined date 3
MPLINE;Purchase order - line;IBUCT1;User-defined text field 1
MPLINE;Purchase order - line;IBMUFT;MUC trigger
MPLINE;Purchase order - line;IBPORG;Purchase organization
MPLINE;Purchase order - line;IBSCHN;Schedule number
MPOEXP;Purchase Order. Connect Charges;IVCONO;Company
MPOEXP;Purchase Order. Connect Charges;IVPUNO;Purchase order number
MPOEXP;Purchase Order. Connect Charges;IVPNLI;Purchase order line
MPOEXP;Purchase Order. Connect Charges;IVPNLS;Purchase order line subnumber
MPOEXP;Purchase Order. Connect Charges;IVCDSE;Sequence number - costing element
MPOEXP;Purchase Order. Connect Charges;IVREPN;Receiving number
MPOEXP;Purchase Order. Connect Charges;IVBANO;Lot number
MPOEXP;Purchase Order. Connect Charges;IVEXTY;Charge type
MPOEXP;Purchase Order. Connect Charges;IVCEID;Costing element
MPOEXP;Purchase Order. Connect Charges;IVEXIC;Charge invoicing
MPOEXP;Purchase Order. Connect Charges;IVWSOP;Costing operator
MPOEXP;Purchase Order. Connect Charges;IVCUCD;Currency
MPOEXP;Purchase Order. Connect Charges;IVCEVA;Costing element amount
MPOEXP;Purchase Order. Connect Charges;IVCEVJ;Adjusted costing element amount
MPOEXP;Purchase Order. Connect Charges;IVACIN;Acc invoiced
MPOEXP;Purchase Order. Connect Charges;IVIVCQ;Invoice charge quantity
MPOEXP;Purchase Order. Connect Charges;IVTHPR;3rd party charges
MPOEXP;Purchase Order. Connect Charges;IVPOOV;Markup
MPOEXP;Purchase Order. Connect Charges;IVOVHE;Costing markup
MPOEXP;Purchase Order. Connect Charges;IVRGDT;Entry date
MPOEXP;Purchase Order. Connect Charges;IVRGTM;Entry time
MPOEXP;Purchase Order. Connect Charges;IVLMDT;Change date
MPOEXP;Purchase Order. Connect Charges;IVCHNO;Change number
MPOEXP;Purchase Order. Connect Charges;IVCHID;Changed by
MPOEXP;Purchase Order. Connect Charges;IVOVCD;Batch price quantity
MPOEXP;Purchase Order. Connect Charges;IVTXBA;Tax base amount
MPOEXP;Purchase Order. Connect Charges;IVTXID;Text identity
MPOEXP;Purchase Order. Connect Charges;IVTAXC;Tax code customer/address
MPOEXP;Purchase Order. Connect Charges;IVCRID;Charge
MPOPLP;Planned purchase order;POCOUM;Component U/M
MPOPLP;Planned purchase order;POKITI;Kit indicator
MPOPLP;Planned purchase order;POKITQ;Kit component quantity
MPOPLP;Planned purchase order;POSRAM;Supplier rebate agreement model
MPOPLP;Planned purchase order;POSRGR;Supplier rebate generating
MPOPLP;Planned purchase order;POTOCQ;Total component quantity
MPOPLP;Planned purchase order;POCONO;Company
MPOPLP;Planned purchase order;POPLPN;Planned order
MPOPLP;Planned purchase order;POPLPS;Subnumber - planned order
MPOPLP;Planned purchase order;POPLP2;Subnumber - planned order
MPOPLP;Planned purchase order;POFACI;Facility
MPOPLP;Planned purchase order;POWHLO;Warehouse
MPOPLP;Planned purchase order;POITNO;Item number
MPOPLP;Planned purchase order;POPRCS;Service process
MPOPLP;Planned purchase order;POSUFI;Service
MPOPLP;Planned purchase order;POGETY;Generation reference
MPOPLP;Planned purchase order;PORPLD;Shortage date
MPOPLP;Planned purchase order;POACTP;Action message (AM)
MPOPLP;Planned purchase order;POPRIF;Priority value
MPOPLP;Planned purchase order;PORPLQ;Shortage quantity
MPOPLP;Planned purchase order;PONUAU;Number of automatic updates
MPOPLP;Planned purchase order;PORELD;Release date
MPOPLP;Planned purchase order;PODLDT;Planned delivery date
MPOPLP;Planned purchase order;POPLDT;Planning date
MPOPLP;Planned purchase order;POFUDT;Follow-up date
MPOPLP;Planned purchase order;POPPQT;Planned quantity
MPOPLP;Planned purchase order;PORESP;Responsible
MPOPLP;Planned purchase order;POTERE;Technical supervisor
MPOPLP;Planned purchase order;POBUYE;Buyer
MPOPLP;Planned purchase order;POPSTS;Status - planned MO
MPOPLP;Planned purchase order;POPUSL;Lowest status - purchase order
MPOPLP;Planned purchase order;POMSG1;Warning message
MPOPLP;Planned purchase order;POMSG2;Warning message
MPOPLP;Planned purchase order;POMSG3;Warning message
MPOPLP;Planned purchase order;POMSG4;Warning message
MPOPLP;Planned purchase order;POPURC;Requisition by
MPOPLP;Planned purchase order;PORFID;Reference
MPOPLP;Planned purchase order;POYRE1;Your reference
MPOPLP;Planned purchase order;POAURE;Authorized
MPOPLP;Planned purchase order;POORTY;Order type
MPOPLP;Planned purchase order;POPOTC;Purchase order category
MPOPLP;Planned purchase order;POCMCO;Media profile
MPOPLP;Planned purchase order;POTFNO;Facsimile transmission number
MPOPLP;Planned purchase order;PORORN;Reference order number
MPOPLP;Planned purchase order;PORORL;Reference order line
MPOPLP;Planned purchase order;PORORC;Reference order category
MPOPLP;Planned purchase order;POOSHV;Ship-via address
MPOPLP;Planned purchase order;POOFID;Final destination
MPOPLP;Planned purchase order;POLEDT;First printout date
MPOPLP;Planned purchase order;POLEDN;Number of printouts
MPOPLP;Planned purchase order;POTEDL;Delivery terms
MPOPLP;Planned purchase order;POMODL;Delivery method
MPOPLP;Planned purchase order;POTEPY;Payment terms
MPOPLP;Planned purchase order;POPRIP;Priority
MPOPLP;Planned purchase order;POSUNO;Supplier
MPOPLP;Planned purchase order;POSUAG;Supplier number - agreement
MPOPLP;Planned purchase order;POOURR;Our reference number
MPOPLP;Planned purchase order;POOURT;Reference type
MPOPLP;Planned purchase order;POPUNO;Purchase order number
MPOPLP;Planned purchase order;POCUCD;Currency
MPOPLP;Planned purchase order;POSITE;Supplier item number
MPOPLP;Planned purchase order;POPITD;Purchase order item name
MPOPLP;Planned purchase order;POPITT;Purchase order item description
MPOPLP;Planned purchase order;POPUPR;Purchase price
MPOPLP;Planned purchase order;POPPUN;Purchase price U/M
MPOPLP;Planned purchase order;POPUUN;Purchase order U/M
MPOPLP;Planned purchase order;POPUCD;Purchase price quantity
MPOPLP;Planned purchase order;POPTCD;Purchase price text
MPOPLP;Planned purchase order;POODI1;Discount 1
MPOPLP;Planned purchase order;POODI2;Discount 2
MPOPLP;Planned purchase order;POODI3;Discount 3
MPOPLP;Planned purchase order;POPPSQ;Co-sorting identity planned order
MPOPLP;Planned purchase order;POPROD;Manufacturer
MPOPLP;Planned purchase order;POTEOR;Telephone order
MPOPLP;Planned purchase order;POECVE;Revision number
MPOPLP;Planned purchase order;PONOED;Revision printout
MPOPLP;Planned purchase order;POPACT;Packaging
MPOPLP;Planned purchase order;POIRCV;Recipient
MPOPLP;Planned purchase order;POFUSC;Monitoring activity list
MPOPLP;Planned purchase order;POGRMT;Goods receiving method
MPOPLP;Planned purchase order;POPTXT;Note
MPOPLP;Planned purchase order;POETRF;External instruction
MPOPLP;Planned purchase order;POEXAV;Charge active
MPOPLP;Planned purchase order;POACLI;Accounting line
MPOPLP;Planned purchase order;POSLTP;Stock zone
MPOPLP;Planned purchase order;POUPAV;Update material plan
MPOPLP;Planned purchase order;POREPP;Representative price
MPOPLP;Planned purchase order;POSTRT;Product structure type
MPOPLP;Planned purchase order;POTPCD;Item category
MPOPLP;Planned purchase order;PONSUN;Next supplier
MPOPLP;Planned purchase order;POADID;Address number
MPOPLP;Planned purchase order;POADVI;Ship-via address
MPOPLP;Planned purchase order;POYRE3;Your reference
MPOPLP;Planned purchase order;POOUR1;Our reference number
MPOPLP;Planned purchase order;POOFI1;Final destination
MPOPLP;Planned purchase order;POWHL1;Warehouse
MPOPLP;Planned purchase order;POSLT1;Stock zone
MPOPLP;Planned purchase order;POOSH1;Ship-via address
MPOPLP;Planned purchase order;POWHL2;Warehouse
MPOPLP;Planned purchase order;POACRF;User-defined accounting control object
MPOPLP;Planned purchase order;POCOCE;Cost center
