Table name M3;Table name User;Column name M3;Column name M3
MMOOPE;Work Order Operation;QOASPU;Sales price
MMOOPE;Work Order Operation;QONEPU;Net price
MMOOPE;Work Order Operation;QOSAPU;Sales price
MMOOPE;Work Order Operation;QOCONO;Company
MMOOPE;Work Order Operation;QOFACI;Facility
MMOOPE;Work Order Operation;QOPRNO;Product
MMOOPE;Work Order Operation;QOMWNO;Work order number
MMOOPE;Work Order Operation;QOOPNO;Operation number
MMOOPE;Work Order Operation;QOMSEQ;Sequence number
MMOOPE;Work Order Operation;QOPRIO;Priority
MMOOPE;Work Order Operation;QOWOST;Status
MMOOPE;Work Order Operation;QOWOSQ;Reporting number
MMOOPE;Work Order Operation;QOPLGR;Work center
MMOOPE;Work Order Operation;QOOPDS;Operation description
MMOOPE;Work Order Operation;QOTXT1;Text line 1
MMOOPE;Work Order Operation;QOTXT2;Text line 2
MMOOPE;Work Order Operation;QODEPT;Department
MMOOPE;Work Order Operation;QOREAR;Planning area
MMOOPE;Work Order Operation;QODOID;Document identity
MMOOPE;Work Order Operation;QOSTDT;Start date
MMOOPE;Work Order Operation;QOMSTI;Start time
MMOOPE;Work Order Operation;QOFIDT;Finish date
MMOOPE;Work Order Operation;QOMFTI;Finish time
MMOOPE;Work Order Operation;QODAFA;Day factor
MMOOPE;Work Order Operation;QORSDT;Actual start date
MMOOPE;Work Order Operation;QORSTI;Actual start time
MMOOPE;Work Order Operation;QOREFD;Actual finish date
MMOOPE;Work Order Operation;QORFTI;Actual finish time
MMOOPE;Work Order Operation;QORPDT;Reporting date
MMOOPE;Work Order Operation;QORTM1;Reporting time
MMOOPE;Work Order Operation;QOREND;Manual completion flag
MMOOPE;Work Order Operation;QOORQT;Ordered quantity - basic U/M
MMOOPE;Work Order Operation;QOORQA;Ordered quantity - alternate U/M
MMOOPE;Work Order Operation;QOMAQT;Manufactured quantity
MMOOPE;Work Order Operation;QOMAQA;Manufactured quantity
MMOOPE;Work Order Operation;QORPRE;Responsible for reporting
MMOOPE;Work Order Operation;QOSCQT;Scrapped quantity
MMOOPE;Work Order Operation;QOSCQA;Scrapped quantity
MMOOPE;Work Order Operation;QOSCRE;Rejection reason
MMOOPE;Work Order Operation;QORWQT;Rework quantity
MMOOPE;Work Order Operation;QORWQA;Rework quantity - alternate unit
MMOOPE;Work Order Operation;QOCOFA;Conversion factor
MMOOPE;Work Order Operation;QODMCF;Conversion form
MMOOPE;Work Order Operation;QOLASK;Labor skill
MMOOPE;Work Order Operation;QOFXTI;Fixed time
MMOOPE;Work Order Operation;QOSETI;Setup time
MMOOPE;Work Order Operation;QOOSET;External setup time
MMOOPE;Work Order Operation;QOPITI;Run time
MMOOPE;Work Order Operation;QOCTCD;Price and time quantity
MMOOPE;Work Order Operation;QOUSET;Used machine setup time
MMOOPE;Work Order Operation;QOUPIT;Used machine run time
MMOOPE;Work Order Operation;QOUMAT;Used labor run time
MMOOPE;Work Order Operation;QOUMAS;Used labor setup time
MMOOPE;Work Order Operation;QOSENP;Planned number of workers - setup
MMOOPE;Work Order Operation;QOPRNP;Planned number of workers - run time
MMOOPE;Work Order Operation;QOPRNM;Planned number of machines
MMOOPE;Work Order Operation;QOSEPR;Setup price
MMOOPE;Work Order Operation;QOPIPR;Unit price
MMOOPE;Work Order Operation;QOWAFA;Time rate
MMOOPE;Work Order Operation;QOWCRF;Time reference
MMOOPE;Work Order Operation;QOKIWG;Pay element
MMOOPE;Work Order Operation;QOSCPC;Scrap percentage
MMOOPE;Work Order Operation;QOASPC;Cumulative scrap percentage
MMOOPE;Work Order Operation;QOINWE;Initial weight
MMOOPE;Work Order Operation;QOOPV3;Operation volume
MMOOPE;Work Order Operation;QOMFPR;Multiplication factor - manufacturing
MMOOPE;Work Order Operation;QOOPCM;Operation cost multiplier
MMOOPE;Work Order Operation;QOTOOL;Tool number
MMOOPE;Work Order Operation;QOCAMP;Number of labor tickets
MMOOPE;Work Order Operation;QOWODP;Order documents printed
MMOOPE;Work Order Operation;QOQUDY;Queue days
MMOOPE;Work Order Operation;QOSLAC;Transport value in days
MMOOPE;Work Order Operation;QOODBF;Lead time offset
MMOOPE;Work Order Operation;QOPRDY;Production days
MMOOPE;Work Order Operation;QOSWQT;Setup scrap
MMOOPE;Work Order Operation;QOASWQ;Cumulative setup scrap
MMOOPE;Work Order Operation;QOSUNO;Supplier
MMOOPE;Work Order Operation;QOPSSQ;Co-sorting key
MMOOPE;Work Order Operation;QOSCHN;Schedule number
MMOOPE;Work Order Operation;QOSCHS;Schedule number sequence
MMOOPE;Work Order Operation;QOTPLG;To work center
MMOOPE;Work Order Operation;QOFPLG;From work center
MMOOPE;Work Order Operation;QOAUIN;Automatic receipt
MMOOPE;Work Order Operation;QOAURP;Automatic operation reporting
MMOOPE;Work Order Operation;QODPLG;Deviating work center
MMOOPE;Work Order Operation;QOWLDE;Infinite/finite
MMOOPE;Work Order Operation;QOTXID;Text identity
MMOOPE;Work Order Operation;QOOPST;Operation started
MMOOPE;Work Order Operation;QOCOTD;Cost other department
MMOOPE;Work Order Operation;QOSTSQ;Structure sequence number
MMOOPE;Work Order Operation;QOQUAC;Quality inspection
MMOOPE;Work Order Operation;QOSUBC;Subcontract control
MMOOPE;Work Order Operation;QODLIX;Delivery number
MMOOPE;Work Order Operation;QORLFA;Released for allocation
MMOOPE;Work Order Operation;QORLTD;Released for picking
MMOOPE;Work Order Operation;QOOADS;Operation element exists
MMOOPE;Work Order Operation;QOCFGL;Position
MMOOPE;Work Order Operation;QOITNO;Item number
MMOOPE;Work Order Operation;QOBANO;Lot number
MMOOPE;Work Order Operation;QOEQNO;Equipment number
MMOOPE;Work Order Operation;QOSUFI;Service
MMOOPE;Work Order Operation;QOSSUF;Subservice
MMOOPE;Work Order Operation;QOSPRQ;Specific requirement category
MMOOPE;Work Order Operation;QOSPRT;Specific requirements
MMOOPE;Work Order Operation;QOEXCH;Exchange
MMOOPE;Work Order Operation;QOMSPM;Material shortage purchase/manufacturing
MMOOPE;Work Order Operation;QOTSPM;Tool shortage
MMOOPE;Work Order Operation;QOTOAL;Tool allocation
MMOOPE;Work Order Operation;QOACNF;Automatic approval of service
MMOOPE;Work Order Operation;QOAZSE;Completion flag
MMOOPE;Work Order Operation;QOACMO;Automatic approval of modification
MMOOPE;Work Order Operation;QOINSR;Removal
MMOOPE;Work Order Operation;QOASOP;Assembly operation
MMOOPE;Work Order Operation;QORORL;Reference order line
MMOOPE;Work Order Operation;QODOWT;Downtime
MMOOPE;Work Order Operation;QODLY1;Delay time 1
MMOOPE;Work Order Operation;QODLY2;Delay time 2
MMOOPE;Work Order Operation;QOFCLA;Error code 1
MMOOPE;Work Order Operation;QOFCL2;Error code 2
MMOOPE;Work Order Operation;QOFCL3;Error code 3
MMOOPE;Work Order Operation;QODEID;Complaint
MMOOPE;Work Order Operation;QOREVN;Revision number
MMOOPE;Work Order Operation;QOPLG6;Work center resource
MMOOPE;Work Order Operation;QOPLG1;Work center
MMOOPE;Work Order Operation;QOPLGF;Forced resource
MMOOPE;Work Order Operation;QONXOP;Next APP operation number
MMOOPE;Work Order Operation;QOAPON;SWB operation number
MMOOPE;Work Order Operation;QOPOOC;Parallel operation overlap code
MMOOPE;Work Order Operation;QOSLAT;Transit unit of measure/Overlap code
MMOOPE;Work Order Operation;QORESR;Resource restriction
MMOOPE;Work Order Operation;QOSPLK;Split method - operation
MMOOPE;Work Order Operation;QOSPLN;Number of operations after split
MMOOPE;Work Order Operation;QOSPSZ;Split quantity
MMOOPE;Work Order Operation;QOFRCD;Forced start date
MMOOPE;Work Order Operation;QOFRCT;Forced start time
MMOOPE;Work Order Operation;QOSEQS;Sequencing status
MMOOPE;Work Order Operation;QOPRAP;SWB processed
MMOOPE;Work Order Operation;QOSPLT;Split code
MMOOPE;Work Order Operation;QOPRET;Preparation time
MMOOPE;Work Order Operation;QOPOTM;Post-operation time
MMOOPE;Work Order Operation;QOATNR;Attribute number
MMOOPE;Work Order Operation;QORGDT;Entry date
MMOOPE;Work Order Operation;QORGTM;Entry time
MMOOPE;Work Order Operation;QOLMDT;Change date
MMOOPE;Work Order Operation;QOCHNO;Change number
MMOOPE;Work Order Operation;QOCHID;Changed by
MMOOPE;Work Order Operation;QORFTX;Reference text
MMOOPE;Work Order Operation;QORORX;Line suffix
MMOOPE;Work Order Operation;QOLMTS;Timestamp
MMOOPE;Work Order Operation;QORRSD;Requested start date
MMOOPE;Work Order Operation;QORRST;Requested start time
MMOOPE;Work Order Operation;QORRFD;Requested finish date
MMOOPE;Work Order Operation;QORRFT;Requested finish time
MMOOPE;Work Order Operation;QOCRTR;Critical resource
MMOOPE;Work Order Operation;QORBUP;Remaining buffer percent
MMOOPE;Work Order Operation;QOSHBP;Shipping buffer in production days
MMOOPE;Work Order Operation;QOFSTD;Original start date
MMOOPE;Work Order Operation;QOFSTT;Original start time
MMOOPE;Work Order Operation;QOFFID;Original finish date
MMOOPE;Work Order Operation;QOFFIT;Original finish time
MMOOPE;Work Order Operation;QOACWA;Claim warranty
MMOOPE;Work Order Operation;QOWATP;Warranty type
MMOOPE;Work Order Operation;QOPRNS;Service product
MMOOPE;Work Order Operation;QOSTRT;Product structure type
MMOOPE;Work Order Operation;QOPTRE;Run time
MMOOPE;Work Order Operation;QOPSRE;Setup time
MMOOPE;Work Order Operation;QOPORE;External setup time
MMOOPE;Work Order Operation;QOTAIL;Registration number/site
MMOOPE;Work Order Operation;QOSAPR;Sales price
MMOOPE;Work Order Operation;QODIPL;Discount
MMOOPE;Work Order Operation;QODIAL;Discount amount
MMOOPE;Work Order Operation;QONEPR;Net price
MMOOPE;Work Order Operation;QOADY1;Fixed amount
MMOOPE;Work Order Operation;QOAWCO;WIP debit
MMOOPE;Work Order Operation;QOPRMO;Price origin
MMOOPE;Work Order Operation;QOIORN;Interface order number
MMOOPE;Work Order Operation;QOIORL;Interface order line
MMOOPE;Work Order Operation;QOIOSX;Interface line suffix
MMOOPE;Work Order Operation;QOPYNO;Payer
MMOOPE;Work Order Operation;QOPYAG;Payer agreement
MMOOPE;Work Order Operation;QOMAUP;Manually updated
MMOOPE;Work Order Operation;QOSHFI;Field work
MMOOPE;Work Order Operation;QOADRR;Address file
MMOOPE;Work Order Operation;QOADRT;Address type
MMOOPE;Work Order Operation;QOADID;Address number
MMOOPE;Work Order Operation;QOLCDE;Labor charge code
MMOPLP;Planned manufacturing order;ROSQCO;Sequencing code
MMOPLP;Planned manufacturing order;ROCONO;Company
MMOPLP;Planned manufacturing order;ROPLPN;Planned order
MMOPLP;Planned manufacturing order;ROPLPS;Subnumber - planned order
MMOPLP;Planned manufacturing order;ROFACI;Facility
MMOPLP;Planned manufacturing order;ROWHLO;Warehouse
MMOPLP;Planned manufacturing order;ROPRNO;Product
MMOPLP;Planned manufacturing order;ROITNO;Item number
MMOPLP;Planned manufacturing order;ROGETY;Generation reference
MMOPLP;Planned manufacturing order;ROACTP;Action message (AM)
MMOPLP;Planned manufacturing order;RONUAU;Number of automatic updates
MMOPLP;Planned manufacturing order;RORELD;Release date
MMOPLP;Planned manufacturing order;ROSTDT;Start date
MMOPLP;Planned manufacturing order;ROFIDT;Finish date
MMOPLP;Planned manufacturing order;ROMSTI;Start time
MMOPLP;Planned manufacturing order;ROMFTI;Finish time
MMOPLP;Planned manufacturing order;ROPLDT;Planning date
MMOPLP;Planned manufacturing order;ROORQA;Ordered quantity - alternate U/M
MMOPLP;Planned manufacturing order;ROMAUN;Manufacturing U/M
MMOPLP;Planned manufacturing order;ROPPQT;Planned quantity
MMOPLP;Planned manufacturing order;RORESP;Responsible
MMOPLP;Planned manufacturing order;ROPSTS;Status - planned MO
MMOPLP;Planned manufacturing order;RORORN;Reference order number
MMOPLP;Planned manufacturing order;RORORL;Reference order line
MMOPLP;Planned manufacturing order;RORORC;Reference order category
MMOPLP;Planned manufacturing order;ROPRIP;Priority
MMOPLP;Planned manufacturing order;ROWHST;Status - manufacturing order
MMOPLP;Planned manufacturing order;ROAOID;Alternative routing
MMOPLP;Planned manufacturing order;ROPLGR;Work center
MMOPLP;Planned manufacturing order;ROPRDY;Production days
MMOPLP;Planned manufacturing order;ROORDP;Order dependent
MMOPLP;Planned manufacturing order;RORORH;Reference order number
MMOPLP;Planned manufacturing order;ROECVE;Revision number
MMOPLP;Planned manufacturing order;ROLTRE;Share of lead time
MMOPLP;Planned manufacturing order;ROORTY;Order type
MMOPLP;Planned manufacturing order;ROSTRT;Product structure type
MMOPLP;Planned manufacturing order;ROPGNM;Program name
MMOPLP;Planned manufacturing order;ROPROJ;Project number
MMOPLP;Planned manufacturing order;ROELNO;Project element
MMOPLP;Planned manufacturing order;ROGRTI;Group technology class
MMOPLP;Planned manufacturing order;ROSCHN;Schedule number
MMOPLP;Planned manufacturing order;ROMSPM;Material shortage purchase/manufacturing
MMOPLP;Planned manufacturing order;ROTSPM;Tool shortage
MMOPLP;Planned manufacturing order;ROMSCD;Date for latest material shortage check
MMOPLP;Planned manufacturing order;ROWCLN;Production line
MMOPLP;Planned manufacturing order;ROCFIN;Configuration number
MMOPLP;Planned manufacturing order;ROHDPR;Main product
MMOPLP;Planned manufacturing order;ROOPTZ;Option
MMOPLP;Planned manufacturing order;ROOPTX;Option
MMOPLP;Planned manufacturing order;ROOPTY;Option
MMOPLP;Planned manufacturing order;ROECVS;Simulation round
MMOPLP;Planned manufacturing order;ROPCCO;Process code
MMOPLP;Planned manufacturing order;RORIFD;Reschedule in - filter date
MMOPLP;Planned manufacturing order;ROROFD;Reschedule out - filter date
MMOPLP;Planned manufacturing order;ROTSDA;SWB timestamp
MMOPLP;Planned manufacturing order;ROTSTE;SWB timestamp
MMOPLP;Planned manufacturing order;ROPULD;Pull-up of delayed orders
MMOPLP;Planned manufacturing order;ROPULN;Pull-up of early orders
MMOPLP;Planned manufacturing order;ROSUBN;Sub-network mark
MMOPLP;Planned manufacturing order;ROSUBD;Subnetwork due date
MMOPLP;Planned manufacturing order;ROCLGP;Color group
MMOPLP;Planned manufacturing order;RONTWP;External network priority
MMOPLP;Planned manufacturing order;ROACHD;Change date - M3 SWB
MMOPLP;Planned manufacturing order;ROACHT;Change time - M3 SWB
MMOPLP;Planned manufacturing order;ROPRAP;SWB processed
MMOPLP;Planned manufacturing order;ROPLLO;Proposal number - overlying level
MMOPLP;Planned manufacturing order;ROPLHL;Proposal number - highest level
MMOPLP;Planned manufacturing order;ROATNR;Attribute number
MMOPLP;Planned manufacturing order;ROMSG1;Warning message
MMOPLP;Planned manufacturing order;ROMSG2;Warning message
MMOPLP;Planned manufacturing order;ROMSG3;Warning message
MMOPLP;Planned manufacturing order;ROMSG4;Warning message
MMOPLP;Planned manufacturing order;RORGDT;Entry date
MMOPLP;Planned manufacturing order;RORGTM;Entry time
MMOPLP;Planned manufacturing order;ROLMDT;Change date
MMOPLP;Planned manufacturing order;ROCHNO;Change number
MMOPLP;Planned manufacturing order;ROCHID;Changed by
MMOPLP;Planned manufacturing order;RORLSR;Released configuration orders
MMOPLP;Planned manufacturing order;ROPLCD;Planning policy
MMOPLP;Planned manufacturing order;RODTID;Data identity
MMOPLP;Planned manufacturing order;RORORX;Line suffix
MMOPLP;Planned manufacturing order;ROLMTS;Timestamp
MMOPLP;Planned manufacturing order;ROMFPC;Process
MMOPLP;Planned manufacturing order;ROCNSR;Consolidation responsible
MMOPLP;Planned manufacturing order;ROEXRN;External reference number
MMOPLP;Planned manufacturing order;ROEXD2;External reference description
MMOPTR;Operation transaction;QJCONO;Company
MMOPTR;Operation transaction;QJFACI;Facility
MMOPTR;Operation transaction;QJMWNO;Work order number
MMOPTR;Operation transaction;QJOPNO;Operation number
MMOPTR;Operation transaction;QJPRNO;Product
MMOPTR;Operation transaction;QJTRDT;Transaction date
MMOPTR;Operation transaction;QJTRTM;Transaction time
MMOPTR;Operation transaction;QJTMSX;Time suffix
MMOPTR;Operation transaction;QJWOSQ;Reporting number
MMOPTR;Operation transaction;QJROID;Operation reporting identity
MMOPTR;Operation transaction;QJPLGR;Work center
MMOPTR;Operation transaction;QJDPLG;Deviating work center
MMOPTR;Operation transaction;QJPCTP;Costing type
MMOPTR;Operation transaction;QJMSNO;Resource
MMOPTR;Operation transaction;QJEMNO;Employee number
MMOPTR;Operation transaction;QJDEPT;Department
MMOPTR;Operation transaction;QJREAR;Planning area
MMOPTR;Operation transaction;QJTMNO;Work group
MMOPTR;Operation transaction;QJSHFC;Shift
MMOPTR;Operation transaction;QJPERI;Period
MMOPTR;Operation transaction;QJUMAT;Used labor run time
MMOPTR;Operation transaction;QJUPIT;Used machine run time
MMOPTR;Operation transaction;QJUSET;Used machine setup time
MMOPTR;Operation transaction;QJUMAS;Used labor setup time
MMOPTR;Operation transaction;QJSENP;Planned number of workers - setup
MMOPTR;Operation transaction;QJPRNP;Planned number of workers - run time
MMOPTR;Operation transaction;QJFXTI;Fixed time
MMOPTR;Operation transaction;QJTIMC;Time coefficient
MMOPTR;Operation transaction;QJUPDC;Update
MMOPTR;Operation transaction;QJOFCL;Operation fully calculated
MMOPTR;Operation transaction;QJRUDI;Run disturbance
MMOPTR;Operation transaction;QJSEDI;Setup disturbance
MMOPTR;Operation transaction;QJMAQT;Manufactured quantity
MMOPTR;Operation transaction;QJMAQA;Manufactured quantity
MMOPTR;Operation transaction;QJSCQT;Scrapped quantity
MMOPTR;Operation transaction;QJSCQA;Scrapped quantity
MMOPTR;Operation transaction;QJSCRE;Rejection reason
MMOPTR;Operation transaction;QJSCWC;Scrap source work center
MMOPTR;Operation transaction;QJSQNO;Offset accounting serial number
MMOPTR;Operation transaction;QJOPTP;Operation report type
MMOPTR;Operation transaction;QJFICD;Open/closed record
MMOPTR;Operation transaction;QJTFDC;Transaction from Data Collection
MMOPTR;Operation transaction;QJSTDT;Start date
MMOPTR;Operation transaction;QJOSTM;Start time - operation
MMOPTR;Operation transaction;QJFIDT;Finish date
MMOPTR;Operation transaction;QJOFTM;Stop time operation
MMOPTR;Operation transaction;QJREND;Manual completion flag
MMOPTR;Operation transaction;QJREID;Report identity
MMOPTR;Operation transaction;QJKIWG;Pay element
MMOPTR;Operation transaction;QJSUNO;Supplier
MMOPTR;Operation transaction;QJSEPR;Setup price
MMOPTR;Operation transaction;QJPIPR;Unit price
MMOPTR;Operation transaction;QJWAFA;Time rate
MMOPTR;Operation transaction;QJTODL;Total amount direct labor
MMOPTR;Operation transaction;QJWCRF;Time reference
MMOPTR;Operation transaction;QJPWPA;Piece rate earnings
MMOPTR;Operation transaction;QJTTPD;Latest transfer date to history/pay
MMOPTR;Operation transaction;QJREMK;Remark
MMOPTR;Operation transaction;QJCOCE;Cost center
MMOPTR;Operation transaction;QJAPCD;Authorized user
MMOPTR;Operation transaction;QJAPDT;Date approved
MMOPTR;Operation transaction;QJREWK;Rework
MMOPTR;Operation transaction;QJDPIS;Date transferred to W/C statistic
MMOPTR;Operation transaction;QJANBR;Accounting number
MMOPTR;Operation transaction;QJSTRT;Product structure type
MMOPTR;Operation transaction;QJSUFI;Service
MMOPTR;Operation transaction;QJRORC;Reference order category
MMOPTR;Operation transaction;QJRORN;Reference order number
MMOPTR;Operation transaction;QJRORL;Reference order line
MMOPTR;Operation transaction;QJFFAC;Facility
MMOPTR;Operation transaction;QJTFAC;Facility
MMOPTR;Operation transaction;QJFCLA;Error code 1
MMOPTR;Operation transaction;QJFCL2;Error code 2
MMOPTR;Operation transaction;QJFCL3;Error code 3
MMOPTR;Operation transaction;QJRGDT;Entry date
MMOPTR;Operation transaction;QJRGTM;Entry time
MMOPTR;Operation transaction;QJUPID;Registration identity
MMOPTR;Operation transaction;QJLMDT;Change date
MMOPTR;Operation transaction;QJCHNO;Change number
MMOPTR;Operation transaction;QJCHID;Changed by
MMOPTR;Operation transaction;QJRORX;Line suffix
MMOPTR;Operation transaction;QJLMTS;Timestamp
MMOPTR;Operation transaction;QJCDPR;Cost rate
MMOPTR;Operation transaction;QJCDB1;Cost rate
MMOPTR;Operation transaction;QJCDB2;Cost rate
MMOPTR;Operation transaction;QJCDB3;Cost rate
MMOPTR;Operation transaction;QJCDB4;Cost rate
MMOPTR;Operation transaction;QJCDB5;Cost rate
MMOPTR;Operation transaction;QJCADT;Accounting date
MMOPTR;Operation transaction;QJSRES;Service manager
MMOPTR;Operation transaction;QJSTAT;Status
MMOPTR;Operation transaction;QJINFR;Injury free
MMOPTR;Operation transaction;QJROLE;Role/organizational position
MMOPTR;Operation transaction;QJCATY;Capability type
MMOPTR;Operation transaction;QJCLEV;Capability level
MMOPTR;Operation transaction;QJLCDE;Labor charge code
MMOPTR;Operation transaction;QJTXID;Text identity
MMOPTR;Operation transaction;QJIORN;Interface order number
MMOPTR;Operation transaction;QJIORL;Interface order line
MMOPTR;Operation transaction;QJIOSX;Interface line suffix
MMOPTR;Operation transaction;QJSHFI;Field work
MMOPTR;Operation transaction;QJCFI1;User-defined field 1 - item
MMOPTR;Operation transaction;QJUDN1;User-defined numeric 1
MMOPTR;Operation transaction;QJUCU1;User-defined unit 1
MMOPTR;Operation transaction;QJUDN2;User-defined numeric 2
MMOPTR;Operation transaction;QJUCU2;User-defined unit 2
MMOPTR;Operation transaction;QJUDN3;User-defined numeric 3
MMOPTR;Operation transaction;QJUCU3;User-defined unit 3
MMOPTR;Operation transaction;QJUDN4;User-defined numeric 4
MMOPTR;Operation transaction;QJUCU4;User-defined unit 4
MMOPTR;Operation transaction;QJUDN5;User-defined numeric 5
MMOPTR;Operation transaction;QJUCU5;User-defined unit 5
MMOPTR;Operation transaction;QJTXT1;Text line 1
MMSVAD;Stock valuation detail;SDSVAO;Obsolescence value
MMSVAD;Stock valuation detail;SDCONO;Company
MMSVAD;Stock valuation detail;SDDIVI;Division
MMSVAD;Stock valuation detail;SDSTVN;Inventory valuation round
MMSVAD;Stock valuation detail;SDFACI;Facility
MMSVAD;Stock valuation detail;SDWHLO;Warehouse
MMSVAD;Stock valuation detail;SDITNO;Item number
MMSVAD;Stock valuation detail;SDBANO;Lot number
MMSVAD;Stock valuation detail;SDQTSA;Sellable quantity
MMSVAD;Stock valuation detail;SDQTNS;Unsellable quantity
MMSVAD;Stock valuation detail;SDQTDI;Rejected quantity
MMSVAD;Stock valuation detail;SDPAQM;Aquisition cost method
MMSVAD;Stock valuation detail;SDSVFA;FIFO amount
MMSVAD;Stock valuation detail;SDSVLA;LIFO amount
MMSVAD;Stock valuation detail;SDSVAA;Average amount
MMSVAD;Stock valuation detail;SDSVRM;Recommended acquisition cost method
MMSVAD;Stock valuation detail;SDPWYN;Price way inventory val net sales price
MMSVAD;Stock valuation detail;SDSVRV;Inventory value - sales value
MMSVAD;Stock valuation detail;SDPWYR;Search path invent val replacement cost
MMSVAD;Stock valuation detail;SDSRPV;Inventory - replacement cost
MMSVAD;Stock valuation detail;SDSVSM;Inventory valuation method
MMSVAD;Stock valuation detail;SDSVAM;Inventory value
MMSVAD;Stock valuation detail;SDMSVA;Inventory value
MMSVAD;Stock valuation detail;SDSVPR;Obsolete percentage of inventory value
MMSVAD;Stock valuation detail;SDLOTD;Lot number detailed
MMSVAD;Stock valuation detail;SDDEM1;Demand, bucket 1
MMSVAD;Stock valuation detail;SDDPB1;Depreciation amount bucket 1
MMSVAD;Stock valuation detail;SDPRC1;Ref field for perc, two decimals, also n
MMSVAD;Stock valuation detail;SDDEM2;Demand, bucket 2
MMSVAD;Stock valuation detail;SDDPB2;Depreciation amount bucket 2
MMSVAD;Stock valuation detail;SDPRC2;Ref field for perc, two decimals, also n
MMSVAD;Stock valuation detail;SDDEM3;Demand, bucket 3
MMSVAD;Stock valuation detail;SDDPB3;Depreciation amount bucket 3
MMSVAD;Stock valuation detail;SDPRC3;Ref field for perc, two decimals, also n
MMSVAD;Stock valuation detail;SDDEM4;Demand, bucket 4
MMSVAD;Stock valuation detail;SDDPB4;Depreciation amount bucket 4
MMSVAD;Stock valuation detail;SDPRC4;Ref field for perc, two decimals, also n
MMSVAD;Stock valuation detail;SDDEM5;Demand, bucket 5
MMSVAD;Stock valuation detail;SDDPB5;Depreciation amount bucket 5
MMSVAD;Stock valuation detail;SDPRC5;Ref field for perc, two decimals, also n
MMSVAD;Stock valuation detail;SDRGDT;Entry date
MMSVAD;Stock valuation detail;SDRGTM;Entry time
MMSVAD;Stock valuation detail;SDLMDT;Change date
MMSVAD;Stock valuation detail;SDCHNO;Change number
MMSVAD;Stock valuation detail;SDCHID;Changed by
MMSVAD;Stock valuation detail;SDSAPR;Sales price
MMSVAD;Stock valuation detail;SDSVPE;Price share - inventory valuation
MMSVAD;Stock valuation detail;SDPRRF;Price list
MMSVAD;Stock valuation detail;SDAAIV;Adjusted acquisition inventory value
MMSVAD;Stock valuation detail;SDPRRM;Price list with manually entered values
MMSVAD;Stock valuation detail;SDUPPL;Update price list with inventory value
MMSVAD;Stock valuation detail;SDLMTS;Timestamp
MMSVAH;Stock valuation head;SHCONO;Company
MMSVAH;Stock valuation head;SHDIVI;Division
MMSVAH;Stock valuation head;SHSTVN;Inventory valuation round
MMSVAH;Stock valuation head;SHTX40;Description
MMSVAH;Stock valuation head;SHSVDA;Inventory valuation date
MMSVAH;Stock valuation head;SHSTVS;Status - inventory valuation
MMSVAH;Stock valuation head;SHVONO;Voucher number
MMSVAH;Stock valuation head;SHCRTP;Exchange rate type
MMSVAH;Stock valuation head;SHZEPR;Usage of zero as actual value
MMSVAH;Stock valuation head;SHTXID;Text identity
MMSVAH;Stock valuation head;SHRGDT;Entry date
MMSVAH;Stock valuation head;SHRGTM;Entry time
MMSVAH;Stock valuation head;SHLMDT;Change date
MMSVAH;Stock valuation head;SHCHNO;Change number
MMSVAH;Stock valuation head;SHCHID;Changed by
MMSVAH;Stock valuation head;SHVON1;Voucher number
MMSVAH;Stock valuation head;SHEXGT;Exclude goods in transit
MMSVAH;Stock valuation head;SHVTIV;Valuation type
MMSVAH;Stock valuation head;SHLMTS;Timestamp
MMSVAH;Stock valuation head;SHALDG;Accounting ledger
MPAGRH;Purchase agreement - header;AHGCMC;Price calculation
MPAGRH;Purchase agreement - header;AHCONO;Company
MPAGRH;Purchase agreement - header;AHAGNB;Agreement number
MPAGRH;Purchase agreement - header;AHSUNO;Supplier
MPAGRH;Purchase agreement - header;AHFACI;Facility
MPAGRH;Purchase agreement - header;AHFVDT;Valid from
MPAGRH;Purchase agreement - header;AHUVDT;Valid to
MPAGRH;Purchase agreement - header;AHTX30;Text
MPAGRH;Purchase agreement - header;AHAGTP;Agreement type
MPAGRH;Purchase agreement - header;AHAGRD;Agreement date
MPAGRH;Purchase agreement - header;AHPAST;Status - purchase agreement
MPAGRH;Purchase agreement - header;AHBUYE;Buyer
MPAGRH;Purchase agreement - header;AHRFID;Reference
MPAGRH;Purchase agreement - header;AHRNDT;Renewal date
MPAGRH;Purchase agreement - header;AHTENT;Period of notice
MPAGRH;Purchase agreement - header;AHQREM;Update purchased quantity
MPAGRH;Purchase agreement - header;AHCUCD;Currency
MPAGRH;Purchase agreement - header;AHCRTP;Exchange rate type
MPAGRH;Purchase agreement - header;AHDIP2;Discount 2
MPAGRH;Purchase agreement - header;AHTEPA;Packaging terms
MPAGRH;Purchase agreement - header;AHMODL;Delivery method
MPAGRH;Purchase agreement - header;AHTEDL;Delivery terms
MPAGRH;Purchase agreement - header;AHTEAF;Freight terms
MPAGRH;Purchase agreement - header;AHTEPY;Payment terms
MPAGRH;Purchase agreement - header;AHVAGN;Purchase agreement number
MPAGRH;Purchase agreement - header;AHINCL;Index clause
MPAGRH;Purchase agreement - header;AHBOCL;Bonus clause
MPAGRH;Purchase agreement - header;AHFNCL;Fine clause
MPAGRH;Purchase agreement - header;AHVOCL;Quantity clause
MPAGRH;Purchase agreement - header;AHPDCU;Currency clause
