Table name M3;Table name User;Column name M3;Column name M3
CBANAC;Bank accounts;BCAIT4;Accounting dimension 4
CBANAC;Bank accounts;BCAIT5;Accounting dimension 5
CBANAC;Bank accounts;BCAIT6;Accounting dimension 6
CBANAC;Bank accounts;BCAIT7;Accounting dimension 7
CBANAC;Bank accounts;BCCUCD;Currency
CBANAC;Bank accounts;BCBKIN;Bank account indicator
CBANAC;Bank accounts;BCBAF1;Bank account field 1
CBANAC;Bank accounts;BCBAF2;Bank account field 2
CBANAC;Bank accounts;BCBAF3;Bank account field 3
CBANAC;Bank accounts;BCBAF4;Bank account field 4
CBANAC;Bank accounts;BCBAF5;Bank account field 5
CBANAC;Bank accounts;BCBKPL;Banking region
CBANAC;Bank accounts;BCARTP;Remittance method
CBANAC;Bank accounts;BCBMDA;Maximum discountable amount
CBANAC;Bank accounts;BCBMCA;Maximum collection amount
CBANAC;Bank accounts;BCFCDC;Fixed discount charge
CBANAC;Bank accounts;BCBIDC;Discount rate
CBANAC;Bank accounts;BCBMDI;Minimum number of days for interest
CBANAC;Bank accounts;BCFCCO;Fixed collection charges
CBANAC;Bank accounts;BCDNOV;Discounted amount not overdue
CBANAC;Bank accounts;BCCNOV;Cash remittance not overdue
CBANAC;Bank accounts;BCBKAG;Bank EDI agreement number
CBANAC;Bank accounts;BCFINC;Financial institution
CBANAC;Bank accounts;BCC1QF;Code list - qualifier
CBANAC;Bank accounts;BCC1RA;Code list - responsible agent
CBANAC;Bank accounts;BCFIAN;Account number at financial institution
CBANAC;Bank accounts;BCBRNO;Branch number
CBANAC;Bank accounts;BCC2QF;Code list - qualifier
CBANAC;Bank accounts;BCC2RA;Code list - responsible agent
CBANAC;Bank accounts;BCFICU;Customer number at financial institution
CBANAC;Bank accounts;BCNCHL;Number of lines
CBANAC;Bank accounts;BCCBPY;Bank priority
CBANAC;Bank accounts;BCPYCD;Payment method - accounts receivable
CBANAC;Bank accounts;BCLNCD;Language
CBANAC;Bank accounts;BCNODY;Number of days
CBANAC;Bank accounts;BCEBAT;Employee bank account type
CBANAC;Bank accounts;BCPYTK;Transfer type
CBANAC;Bank accounts;BCCSTC;Bank fee payment
CBANAC;Bank accounts;BCIBAN;International bank account number
CBANAC;Bank accounts;BCACGR;Object access group
CBANAC;Bank accounts;BCTXID;Text identity
CBANAC;Bank accounts;BCRGDT;Entry date
CBANAC;Bank accounts;BCRGTM;Entry time
CBANAC;Bank accounts;BCLMDT;Change date
CBANAC;Bank accounts;BCCHNO;Change number
CBANAC;Bank accounts;BCCHID;Changed by
CBANAC;Bank accounts;BCLMTS;Timestamp
CBANAC;Bank accounts;BCLONC;Yes/no
CBANAC;Bank accounts;BCCIDN;Creditor identifier number
CBANAC;Bank accounts;BCSWBI;SWIFT/BIC code
CBANAC;Bank accounts;BCCLSI;Clearing system ID
CBANAC;Bank accounts;BCCLSN;Clearing system number
CBANAC;Bank accounts;BCBACN;Bank account number
CBANAC;Bank accounts;BCCPCO;Category purpose code
CBANAC;Bank accounts;BCPPCO;Payment purpose code
CBANAC;Bank accounts;BCPITY;Priority code
CBANAC;Bank accounts;BCCBCD;Charge bearer code
CBANAC;Bank accounts;BCIBBD;Intermediary bank account description
CBANAC;Bank accounts;BCIBBN;Intermediary bank number
CBANAC;Bank accounts;BCIBBB;Intermediary bank branch ID
CBANAC;Bank accounts;BCIBSW;Intermediary - SWIFT/BIC code
CBANAC;Bank accounts;BCIBSI;Intermediary - clearing system ID
CBANAC;Bank accounts;BCIBSN;Intermediary - clearing system number
CBANAC;Bank accounts;BCIBIB;Intermediary - international bank acc no
CBANAC;Bank accounts;BCIBCN;Intermediary bank account number
CBANAC;Bank accounts;BCRENO;Recipient number
CBANMA;Banks;BKCONO;Company
CBANMA;Banks;BKDIVI;Division
CBANMA;Banks;BKBKNO;Bank number
CBANMA;Banks;BKSTAT;Status
CBANMA;Banks;BKBKNM;Bank name
CBANMA;Banks;BKALBK;Search key
CBANMA;Banks;BKBKA1;Bank address
CBANMA;Banks;BKBKA2;Bank address 2
CBANMA;Banks;BKBKA3;Bank address 3
CBANMA;Banks;BKBKA4;Bank address 4
CBANMA;Banks;BKCSCD;Country
CBANMA;Banks;BKPONO;Postal code
CBANMA;Banks;BKPHNO;Telephone number 1
CBANMA;Banks;BKPHN2;Telephone number 2
CBANMA;Banks;BKTFNO;Facsimile transmission number
CBANMA;Banks;BKYREF;Your reference 1
CBANMA;Banks;BKYRE2;Your reference 2
CBANMA;Banks;BKOREF;Our reference
CBANMA;Banks;BKAIT1;Accounting dimension 1
CBANMA;Banks;BKCUCD;Currency
CBANMA;Banks;BKBKIN;Bank account indicator
CBANMA;Banks;BKBAF1;Bank account field 1
CBANMA;Banks;BKBAF2;Bank account field 2
CBANMA;Banks;BKBAF3;Bank account field 3
CBANMA;Banks;BKBAF4;Bank account field 4
CBANMA;Banks;BKBAF5;Bank account field 5
CBANMA;Banks;BKBKPL;Banking region
CBANMA;Banks;BKARTP;Remittance method
CBANMA;Banks;BKBMDA;Maximum discountable amount
CBANMA;Banks;BKBMCA;Maximum collection amount
CBANMA;Banks;BKFCDC;Fixed discount charge
CBANMA;Banks;BKBIDC;Discount rate
CBANMA;Banks;BKBMDI;Minimum number of days for interest
CBANMA;Banks;BKFCCO;Fixed collection charges
CBANMA;Banks;BKBAGR;Bank group
CBANMA;Banks;BKEMAL;Email address
CBANMA;Banks;BKWESI;Web site address
CBANMA;Banks;BKECAR;State
CBANMA;Banks;BKSWIC;SWIFT code
CBANMA;Banks;BKVRNO;VAT registration number
CBANMA;Banks;BKDNOV;Discounted amount not overdue
CBANMA;Banks;BKCNOV;Cash remittance not overdue
CBANMA;Banks;BKFINC;Financial institution
CBANMA;Banks;BKC1QF;Code list - qualifier
CBANMA;Banks;BKC1RA;Code list - responsible agent
CBANMA;Banks;BKFIAN;Account number at financial institution
CBANMA;Banks;BKBRNO;Branch number
CBANMA;Banks;BKC2QF;Code list - qualifier
CBANMA;Banks;BKC2RA;Code list - responsible agent
CBANMA;Banks;BKFICU;Customer number at financial institution
CBANMA;Banks;BKTOWN;City
CBANMA;Banks;BKTXID;Text identity
CBANMA;Banks;BKLNCD;Language
CBANMA;Banks;BKNCHL;Number of lines
CBANMA;Banks;BKRGDT;Entry date
CBANMA;Banks;BKRGTM;Entry time
CBANMA;Banks;BKLMDT;Change date
CBANMA;Banks;BKCHNO;Change number
CBANMA;Banks;BKCHID;Changed by
CBANMA;Banks;BKLMTS;Timestamp
CBANMA;Banks;BKFRCO;County ID
CCUCRL;Customer credit limit;CCCONO;Company
CCUCRL;Customer credit limit;CCDIVI;Division
CCUCRL;Customer credit limit;CCPYNO;Payer
CCUCRL;Customer credit limit;CCODIN;Overdue invoice amount
CCUCRL;Customer credit limit;CCOINA;Outstanding invoice amount
CCUCRL;Customer credit limit;CCOVNI;Order value not invoiced
CCUCRL;Customer credit limit;CCNOOD;Number of overdue days
CCUCRL;Customer credit limit;CCOWOR;Outstanding without risk
CCUCRL;Customer credit limit;CCOVWR;Order value without risk
CCUCRL;Customer credit limit;CCLIND;Last invoice date
CCUCRL;Customer credit limit;CCTXID;Text identity
CCUCRL;Customer credit limit;CCRGDT;Entry date
CCUCRL;Customer credit limit;CCRGTM;Entry time
CCUCRL;Customer credit limit;CCLMDT;Change date
CCUCRL;Customer credit limit;CCCHNO;Change number
CCUCRL;Customer credit limit;CCCHID;Changed by
CCUCRL;Customer credit limit;CCPTRA;Pending transfer amount
CCUCRL;Customer credit limit;CCPYGR;Credit group
CCURRA;Currency rate table;CUTCAR;Third exchange rate
CCURRA;Currency rate table;CUTHCC;Third currency
CCURRA;Currency rate table;CUCONO;Company
CCURRA;Currency rate table;CUDIVI;Division
CCURRA;Currency rate table;CUCUCD;Currency
CCURRA;Currency rate table;CUCRTP;Exchange rate type
CCURRA;Currency rate table;CUCUTD;Rate date
CCURRA;Currency rate table;CUGLOC;Geographic location
CCURRA;Currency rate table;CUARAT;Exchange rate
CCURRA;Currency rate table;CUTXID;Text identity
CCURRA;Currency rate table;CULOCD;Local currency
CCURRA;Currency rate table;CUDMCU;Currency conversion method
CCURRA;Currency rate table;CURAFA;Rate factor
CCURRA;Currency rate table;CURGDT;Entry date
CCURRA;Currency rate table;CURGTM;Entry time
CCURRA;Currency rate table;CULMDT;Change date
CCURRA;Currency rate table;CUCHNO;Change number
CCURRA;Currency rate table;CUCHID;Changed by
CCURRA;Currency rate table;CULMTS;Timestamp
CDWIMA;Delivery Window file;WDCONO;Company
CDWIMA;Delivery Window file;WDSEA1;Season
CDWIMA;Delivery Window file;WDDWID;Delivery window
CDWIMA;Delivery Window file;WDTX40;Description
CDWIMA;Delivery Window file;WDDTID;Data identity
CDWIMA;Delivery Window file;WDTX15;Name
CDWIMA;Delivery Window file;WDFDED;First delivery date
CDWIMA;Delivery Window file;WDLDED;Last delivery
CDWIMA;Delivery Window file;WDPDT1;Proposed date
CDWIMA;Delivery Window file;WDRGDT;Entry date
CDWIMA;Delivery Window file;WDRGTM;Entry time
CDWIMA;Delivery Window file;WDLMDT;Change date
CDWIMA;Delivery Window file;WDCHNO;Change number
CDWIMA;Delivery Window file;WDCHID;Changed by
CDWIMA;Delivery Window file;WDLMTS;Timestamp
CEAEMP;Employment file;EACONO;Company
CEAEMP;Employment file;EADIVI;Division
CEAEMP;Employment file;EAEMNO;Employee number
CEAEMP;Employment file;EAUSID;User
CEAEMP;Employment file;EAEMNM;Name
CEAEMP;Employment file;EATNL2;Short name
CEAEMP;Employment file;EATECH;Technician
CEAEMP;Employment file;EAWOSC;Work schedule
CEAEMP;Employment file;EAWODT;Work schedule from date
CEAEMP;Employment file;EASWSC;Start week - schedule
CEAEMP;Employment file;EAFACI;Facility
CEAEMP;Employment file;EAPLGR;Work center
CEAEMP;Employment file;EADEPT;Department
CEAEMP;Employment file;EAREAR;Planning area
CEAEMP;Employment file;EAMXTM;Used in Time & Attendance
CEAEMP;Employment file;EAMXSO;Used in Service and Rental
CEAEMP;Employment file;EAMXPM;Used in Manufacturing Order Processing
CEAEMP;Employment file;EAMXMO;Used in Maintenance
CEAEMP;Employment file;EAMXTA;Used in Time Accounting
CEAEMP;Employment file;EAACEM;Active employee
CEAEMP;Employment file;EACANO;Card number
CEAEMP;Employment file;EATMGR;Employee group
CEAEMP;Employment file;EAEMST;Terms of employment
CEAEMP;Employment file;EAEMPS;Status
CEAEMP;Employment file;EATMCC;Cost center
CEAEMP;Employment file;EAOTCD;Calculation method - overtime
CEAEMP;Employment file;EAMNOT;Minimum overtime per day
CEAEMP;Employment file;EAFLAW;Calculation method - flextime
CEAEMP;Employment file;EASUSD;Operation include Time and Attendance
CEAEMP;Employment file;EATMRP;Time type actual attendance
CEAEMP;Employment file;EAFXWD;Variable workday
CEAEMP;Employment file;EATVWD;Time limit variable workday
CEAEMP;Employment file;EATPOT;Time type run time
CEAEMP;Employment file;EATPST;Time type setup time
CEAEMP;Employment file;EATTPE;Time type
CEAEMP;Employment file;EAFLTP;Time type for flextime
CEAEMP;Employment file;EARMTP;Time type missing time
CEAEMP;Employment file;EAAUTT;Automatic generation time type
CEAEMP;Employment file;EATMEM;Number of minutes
CEAEMP;Employment file;EAPWPY;Piece rate paid
CEAEMP;Employment file;EALSST;Last time entry
CEAEMP;Employment file;EALTSD;Last clock date
CEAEMP;Employment file;EAIOST;In/out
CEAEMP;Employment file;EAABSC;Absence type
CEAEMP;Employment file;EACTOD;Calculated to date
CEAEMP;Employment file;EATTPD;Latest transfer date to history/pay
CEAEMP;Employment file;EAWHLO;Warehouse
CEAEMP;Employment file;EAWHSL;Location
CEAEMP;Employment file;EASRES;Service manager
CEAEMP;Employment file;EASPHO;Hourly price
CEAEMP;Employment file;EACUCS;Currency - sales price
CEAEMP;Employment file;EACPHO;Hourly cost
CEAEMP;Employment file;EAEMID;Employee identity
CEAEMP;Employment file;EATX15;Name
CEAEMP;Employment file;EAPCAT;Employee group - Time Accounting
CEAEMP;Employment file;EAACRF;User-defined accounting control object
CEAEMP;Employment file;EATACC;Cost center
CEAEMP;Employment file;EAFRT1;User-defined field 1
CEAEMP;Employment file;EAFRT2;User-defined field 2
CEAEMP;Employment file;EAFRT3;User-defined field 3
CEAEMP;Employment file;EAFRT4;User-defined field 4
CEAEMP;Employment file;EAFRT5;User-defined field 5
CEAEMP;Employment file;EAAPID;Approval ID
CEAEMP;Employment file;EADSSU;Display total
CEAEMP;Employment file;EADSSC;Display schedule
CEAEMP;Employment file;EADSWD;View display
CEAEMP;Employment file;EADSWE;View entry
CEAEMP;Employment file;EATMRN;Time report number
CEAEMP;Employment file;EAPHNO;Telephone number 1
CEAEMP;Employment file;EAIPHN;Internal telephone number
CEAEMP;Employment file;EACAPH;Cellular telephone number
CEAEMP;Employment file;EAPNCO;PIN code
CEAEMP;Employment file;EAGEOG;Geographic area
CEAEMP;Employment file;EARECM;Application message recipient
CEAEMP;Employment file;EAEBDT;Employment date
CEAEMP;Employment file;EAEEDT;Termination date
CEAEMP;Employment file;EATXID;Text identity
CEAEMP;Employment file;EARGDT;Entry date
CEAEMP;Employment file;EARGTM;Entry time
CEAEMP;Employment file;EALMDT;Change date
CEAEMP;Employment file;EACHNO;Change number
CEAEMP;Employment file;EACHID;Changed by
CEAEMP;Employment file;EALMTS;Timestamp
CEAEMP;Employment file;EATAIL;Registration number/site
CEAEMP;Employment file;EAWHRE;Location return
CEAEMP;Employment file;EAWHUS;Location unserviceable
CEAEMP;Employment file;EASUNO;Supplier
CEAEMP;Employment file;EAUSXM;Used in expenses
CECOCI;Eco-organization. Connect Item;CICONO;Company
CECOCI;Eco-organization. Connect Item;CIECRG;Eco-organization
CECOCI;Eco-organization. Connect Item;CICSOR;Country of organization
CECOCI;Eco-organization. Connect Item;CIITNO;Item number
CECOCI;Eco-organization. Connect Item;CIECOP;Eco-product code
CECOCI;Eco-organization. Connect Item;CIVFDT;Valid from
CECOCI;Eco-organization. Connect Item;CIVTDT;Valid to
CECOCI;Eco-organization. Connect Item;CITXID;Text identity
CECOCI;Eco-organization. Connect Item;CIRGDT;Entry date
CECOCI;Eco-organization. Connect Item;CIRGTM;Entry time
CECOCI;Eco-organization. Connect Item;CILMDT;Change date
CECOCI;Eco-organization. Connect Item;CICHNO;Change number
CECOCI;Eco-organization. Connect Item;CICHID;Changed by
CECOCI;Eco-organization. Connect Item;CILMTS;Timestamp
CEMAIL;E-mail address;CBCONO;Company
CEMAIL;E-mail address;CBEMTP;Email type
CEMAIL;E-mail address;CBEMKY;Email key value
CEMAIL;E-mail address;CBEMR3;E-mail reference 3
CEMAIL;E-mail address;CBEMR4;E-mail reference 4
CEMAIL;E-mail address;CBEMR5;E-mail reference 5
CEMAIL;E-mail address;CBEMAL;Email address
CEMAIL;E-mail address;CBLSID;User
CEMAIL;E-mail address;CBLSAD;Address
CEMAIL;E-mail address;CBRGDT;Entry date
CEMAIL;E-mail address;CBRGTM;Entry time
CEMAIL;E-mail address;CBLMDT;Change date
CEMAIL;E-mail address;CBCHNO;Change number
CEMAIL;E-mail address;CBCHID;Changed by
CFACIL;Facility master;CFFABC;Branch code
CFACIL;Facility master;CFCONO;Company
CFACIL;Facility master;CFFACI;Facility
CFACIL;Facility master;CFFACN;Name
CFACIL;Facility master;CFDIVI;Division
CFACIL;Facility master;CFWHLO;Main warehouse
CFACIL;Facility master;CFACGR;Object access group
CFACIL;Facility master;CFPYAD;Our invoicing address
CFACIL;Facility master;CFCUNO;Customer
CFACIL;Facility master;CFSUNO;Supplier
CFACIL;Facility master;CFSHPL;Shift planning
CFACIL;Facility master;CFGFAC;Global facility
CFACIL;Facility master;CFAPSA;APS scheduling enabled
CFACIL;Facility master;CFCCMT;Shift pattern adjustments
CFACIL;Facility master;CFTSDA;SWB timestamp
CFACIL;Facility master;CFTSTE;SWB timestamp
CFACIL;Facility master;CFAPSS;SWB in progress
CFACIL;Facility master;CFSCHH;Scheduling horizon
CFACIL;Facility master;CFTXID;Text identity
CFACIL;Facility master;CFRGDT;Entry date
CFACIL;Facility master;CFRGTM;Entry time
CFACIL;Facility master;CFLMDT;Change date
CFACIL;Facility master;CFCHNO;Change number
CFACIL;Facility master;CFCHID;Changed by
CFACIL;Facility master;CFFANM;Facility numeric name
CFACIL;Facility master;CFGEOX;Geographic code X
CFACIL;Facility master;CFGEOY;Geographic code Y
CFACIL;Facility master;CFGEOZ;Geographic code  Z
CFACIL;Facility master;CFLMTS;Timestamp
CFACIL;Facility master;CFVRNU;Version management
CFACIL;Facility master;CFPMFL;Process manufacturing flag
CFACIL;Facility master;CFRAPD;Retain APS planned dates
CGETXL;General text, line;TLCONO;Company
CGETXL;General text, line;TLDIVI;Division
CGETXL;General text, line;TLTXID;Text identity
CGETXL;General text, line;TLTXVR;Text block
CGETXL;General text, line;TLLNCD;Language
CGETXL;General text, line;TLLINO;Line number
CGETXL;General text, line;TLTX60;Text
CGETXL;General text, line;TLLMTS;Timestamp
CIADDR;Internal address;OACONO;Company
CIADDR;Internal address;OAADTH;Internal address type
CIADDR;Internal address;OAADK1;Address key 1
CIADDR;Internal address;OAADK2;Address key 2
CIADDR;Internal address;OAADK3;Address key 3
CIADDR;Internal address;OACONM;Company name
CIADDR;Internal address;OAADR1;Address line 1
CIADDR;Internal address;OAADR2;Address line 2
CIADDR;Internal address;OAADR3;Address line 3
CIADDR;Internal address;OAADR4;Address line 4
CIADDR;Internal address;OACSCD;Country
CIADDR;Internal address;OAPONO;Postal code
CIADDR;Internal address;OAADVI;Ship-via address
CIADDR;Internal address;OAGEOC;Geographical code
CIADDR;Internal address;OATAXC;Tax code customer/address
CIADDR;Internal address;OAECAR;State
CIADDR;Internal address;OATOWN;City
CIADDR;Internal address;OAPNOD;Planning node
CIADDR;Internal address;OATXID;Text identity
CIADDR;Internal address;OARGDT;Entry date
CIADDR;Internal address;OARGTM;Entry time
CIADDR;Internal address;OALMDT;Change date
CIADDR;Internal address;OACHNO;Change number
CIADDR;Internal address;OACHID;Changed by
CIADDR;Internal address;OALMTS;Timestamp
CIADDR;Internal address;OAGEOX;Geographic code X
CIADDR;Internal address;OAGEOY;Geographic code Y
CIADDR;Internal address;OAGEOZ;Geographic code  Z
CIADDR;Internal address;OAFRCO;County ID
CIADDR;Internal address;OASPLE;Standard point location code
CIADDR;Internal address;OARASN;Rail station
CIDADR;Vendor address;SACONO;Company
CIDADR;Vendor address;SASUNO;Supplier
CIDADR;Vendor address;SAADTE;Address type
CIDADR;Vendor address;SAADID;Address number
CIDADR;Vendor address;SASTDT;Start date
CIDADR;Vendor address;SASUNM;Supplier name
CIDADR;Vendor address;SAPRIA;Printout code
CIDADR;Vendor address;SAADR1;Address line 1
CIDADR;Vendor address;SAADR2;Address line 2
CIDADR;Vendor address;SAADR3;Address line 3
CIDADR;Vendor address;SAADR4;Address line 4
CIDADR;Vendor address;SACSCD;Country
CIDADR;Vendor address;SAPONO;Postal code
CIDADR;Vendor address;SAADVI;Ship-via address
CIDADR;Vendor address;SAEDES;Place
CIDADR;Vendor address;SAGEOC;Geographical code
CIDADR;Vendor address;SATAXC;Tax code customer/address
CIDADR;Vendor address;SAECAR;State
CIDADR;Vendor address;SATOWN;City
CIDADR;Vendor address;SAPNOD;Planning node
CIDADR;Vendor address;SATXID;Text identity
CIDADR;Vendor address;SARGDT;Entry date
CIDADR;Vendor address;SARGTM;Entry time
CIDADR;Vendor address;SALMDT;Change date
CIDADR;Vendor address;SACHNO;Change number
CIDADR;Vendor address;SACHID;Changed by
CIDADR;Vendor address;SALMTS;Timestamp
CIDADR;Vendor address;SAGEOX;Geographic code X
CIDADR;Vendor address;SAGEOY;Geographic code Y
CIDADR;Vendor address;SAGEOZ;Geographic code  Z
CIDADR;Vendor address;SAFRCO;County ID
CIDADR;Vendor address;SASPLE;Standard point location code
CIDADR;Vendor address;SARASN;Rail station
CIDADR;Vendor address;SASADR;Supplier's address reference
CIDADR;Vendor address;SADTID;Data identity
CIDMAS;Supplier;IDCONO;Company
CIDMAS;Supplier;IDSUNO;Supplier
CIDMAS;Supplier;IDSUTY;Supplier type
CIDMAS;Supplier;IDSUNM;Supplier name
CIDMAS;Supplier;IDALSU;Search key
CIDMAS;Supplier;IDSTAT;Status
CIDMAS;Supplier;IDCORG;Organization number 1
CIDMAS;Supplier;IDCOR2;Organization number 2
CIDMAS;Supplier;IDLNCD;Language
CIDMAS;Supplier;IDPHNO;Telephone number 1
CIDMAS;Supplier;IDPHN2;Telephone number 2
CIDMAS;Supplier;IDTLNO;Telex number
CIDMAS;Supplier;IDTFNO;Facsimile transmission number
CIDMAS;Supplier;IDCSCD;Country
CIDMAS;Supplier;IDECAR;State
CIDMAS;Supplier;IDDTFM;Date format
CIDMAS;Supplier;IDEDIT;Date editing
CIDMAS;Supplier;IDVRNO;VAT registration number
CIDMAS;Supplier;IDSUCO;Supplier number within group
CIDMAS;Supplier;IDSUAL;Supplier alternate identity
CIDMAS;Supplier;IDSUCM;Supplier computer communication address
CIDMAS;Supplier;IDMEPF;Media profile
CIDMAS;Supplier;IDPODA;Postal lead time - supplier
